Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Sarraguça J.M.G., Lima C., Machado F., Lopes J.A., Almeida A., Fernandes L., Magalhães T., Santos A.","7801489054;7103053554;57206331494;7202733600;22984051100;7103334942;24473164700;16246477100;","A FT-NIR spectroscopy methodology to estimate firing distance based on the direct analysis of the bullet impact surface",2016,"Analyst","141","14",,"4410","4416",,2,"10.1039/c6an00247a","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978080615&doi=10.1039%2fc6an00247a&partnerID=40&md5=e4b8bd248322783e93e0b0f73443740e","LAQV/REQUIMTE, Laboratório de Química Aplicada, Departamento de Ciências Químicas, Faculdade de Farmácia, Universidade Do Porto, Porto, Portugal; Research Institute for Medicines (IMed.ULisboa), Faculdade de Farmácia, Universidade de Lisboa, Lisboa, 1649-003, Portugal; Departamento de Medicina Legal e Ciências Forenses, Faculdade de Medicina, Universidade Do Porto, Porto, 4200-319, Portugal; Instituto Nacional de Medicina Legal e Ciências Forenses, Delegação Do Norte, Porto, 4050-167, Portugal; Escola de Ciências da Saúde, Universidade Do Minho, Braga, 4710-057, Portugal","Sarraguça, J.M.G., LAQV/REQUIMTE, Laboratório de Química Aplicada, Departamento de Ciências Químicas, Faculdade de Farmácia, Universidade Do Porto, Porto, Portugal; Lima, C., LAQV/REQUIMTE, Laboratório de Química Aplicada, Departamento de Ciências Químicas, Faculdade de Farmácia, Universidade Do Porto, Porto, Portugal; Machado, F., LAQV/REQUIMTE, Laboratório de Química Aplicada, Departamento de Ciências Químicas, Faculdade de Farmácia, Universidade Do Porto, Porto, Portugal; Lopes, J.A., Research Institute for Medicines (IMed.ULisboa), Faculdade de Farmácia, Universidade de Lisboa, Lisboa, 1649-003, Portugal; Almeida, A., LAQV/REQUIMTE, Laboratório de Química Aplicada, Departamento de Ciências Químicas, Faculdade de Farmácia, Universidade Do Porto, Porto, Portugal; Fernandes, L., Departamento de Medicina Legal e Ciências Forenses, Faculdade de Medicina, Universidade Do Porto, Porto, 4200-319, Portugal; Magalhães, T., Departamento de Medicina Legal e Ciências Forenses, Faculdade de Medicina, Universidade Do Porto, Porto, 4200-319, Portugal, Instituto Nacional de Medicina Legal e Ciências Forenses, Delegação Do Norte, Porto, 4050-167, Portugal; Santos, A., Departamento de Medicina Legal e Ciências Forenses, Faculdade de Medicina, Universidade Do Porto, Porto, 4200-319, Portugal, Instituto Nacional de Medicina Legal e Ciências Forenses, Delegação Do Norte, Porto, 4050-167, Portugal, Escola de Ciências da Saúde, Universidade Do Minho, Braga, 4710-057, Portugal",,,Article,"Final",,Scopus,2-s2.0-84978080615
"Ali L., Brown K., Castellano H., Wetzel S.J.","57191446213;57191444936;57191443142;7004846193;","A Study of the Presence of Gunshot Residue in Pittsburgh Police Stations using SEM/EDS and LC-MS/MS",2016,"Journal of Forensic Sciences","61","4",,"928","938",,8,"10.1111/1556-4029.13077","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990188105&doi=10.1111%2f1556-4029.13077&partnerID=40&md5=10f2595b136b725c61f9ffeeb57ad458","Duquesne University, 600 Forbes Avenue, Pittsburgh, PA  15282, United States","Ali, L., Duquesne University, 600 Forbes Avenue, Pittsburgh, PA  15282, United States; Brown, K., Duquesne University, 600 Forbes Avenue, Pittsburgh, PA  15282, United States; Castellano, H., Duquesne University, 600 Forbes Avenue, Pittsburgh, PA  15282, United States; Wetzel, S.J., Duquesne University, 600 Forbes Avenue, Pittsburgh, PA  15282, United States","backscatter electron detector system; criminalistics; energy dispersive X-ray spectroscopy; forensic science; gunpowder gunshot residue; gunshot residue; LC-MS/MS; Pittsburgh; primer gunshot residue; propellant powder stabilizers; scanning electron microscopy; secondary transfer; trace evidence",,Article,"Final",,Scopus,2-s2.0-84990188105
"López-López M., Merk V., García-Ruiz C., Kneipp J.","36614422500;55845802800;35271820400;8350232400;","Surface-enhanced Raman spectroscopy for the analysis of smokeless gunpowders and macroscopic gunshot residues",2016,"Analytical and Bioanalytical Chemistry","408","18",,"4965","4973",,12,"10.1007/s00216-016-9591-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027955890&doi=10.1007%2fs00216-016-9591-z&partnerID=40&md5=d63cb3970fed79dbe020fc8ffb88edff","Department of Analytical Chemistry, Physical Chemistry and Chemical Engineering, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.600, Alcalá de Henares, Madrid  28871, Spain; University Institute of Research in Police Sciences, Edificio Polivalente de Química, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.600, Alcalá de Henares, Madrid  28871, Spain; Department of Chemistry, Humboldt-Universität zu Berlin, Brook-Taylor-Str. 2, Adlershof, Berlin  12489, Germany","López-López, M., Department of Analytical Chemistry, Physical Chemistry and Chemical Engineering, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.600, Alcalá de Henares, Madrid  28871, Spain, University Institute of Research in Police Sciences, Edificio Polivalente de Química, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.600, Alcalá de Henares, Madrid  28871, Spain; Merk, V., Department of Chemistry, Humboldt-Universität zu Berlin, Brook-Taylor-Str. 2, Adlershof, Berlin  12489, Germany; García-Ruiz, C., Department of Analytical Chemistry, Physical Chemistry and Chemical Engineering, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.600, Alcalá de Henares, Madrid  28871, Spain, University Institute of Research in Police Sciences, Edificio Polivalente de Química, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.600, Alcalá de Henares, Madrid  28871, Spain; Kneipp, J., Department of Chemistry, Humboldt-Universität zu Berlin, Brook-Taylor-Str. 2, Adlershof, Berlin  12489, Germany","Diphenylamine; Forensic; Gunpowder; Gunshot residue; SERS","Aniline; Carbon; Powders; Raman scattering; Raman spectroscopy; Surface scattering; Trace analysis; Diphenylamine; Forensic; Gunpowder; Gunshot residue; SERS; Guns (armament); alcohol; explosive; gold; metal nanoparticle; analysis; ballistics; chemistry; classification; firearm; procedures; Raman spectrometry; reproducibility; sensitivity and specificity; specimen handling; textile; Ethanol; Explosive Agents; Firearms; Forensic Ballistics; Gold; Metal Nanoparticles; Reproducibility of Results; Sensitivity and Specificity; Specimen Handling; Spectrum Analysis, Raman; Textiles",Article,"Final",,Scopus,2-s2.0-85027955890
"Merli D., Brandone A., Amadasi A., Cattaneo C., Profumo A.","8368483400;6508288785;53876776000;55157912300;7003364620;","The detection of gunshot residues in the nasal mucus of suspected shooters",2016,"International Journal of Legal Medicine","130","4",,"1045","1052",,4,"10.1007/s00414-016-1375-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84968586458&doi=10.1007%2fs00414-016-1375-7&partnerID=40&md5=8b6aad827fa386eb6a9cf5d01d52ff14","Dipartimento di Chimica, Università degli Studi di Pavia, Via Taramelli 12, Pavia, 27100, Italy; Dipartimento di Scienze Biomediche per la Salute, Sezione di Medicina Legale, Università degli Studi di Milano, via Mangiagalli 37, Milan, 20133, Italy","Merli, D., Dipartimento di Chimica, Università degli Studi di Pavia, Via Taramelli 12, Pavia, 27100, Italy; Brandone, A., Dipartimento di Chimica, Università degli Studi di Pavia, Via Taramelli 12, Pavia, 27100, Italy; Amadasi, A., Dipartimento di Scienze Biomediche per la Salute, Sezione di Medicina Legale, Università degli Studi di Milano, via Mangiagalli 37, Milan, 20133, Italy; Cattaneo, C., Dipartimento di Scienze Biomediche per la Salute, Sezione di Medicina Legale, Università degli Studi di Milano, via Mangiagalli 37, Milan, 20133, Italy; Profumo, A., Dipartimento di Chimica, Università degli Studi di Pavia, Via Taramelli 12, Pavia, 27100, Italy","Antimony and barium; Forensic science; Gunshot residues; Instrumental neutron activation analysis; Nasal mucus; Suspected shooters","antimony; barium; lead; case control study; chemistry; firearm; human; mucus; nose mucosa; Antimony; Barium; Case-Control Studies; Firearms; Humans; Lead; Mucus; Nasal Mucosa",Article,"Final",,Scopus,2-s2.0-84968586458
"Newell A.M.","57190584514;","XCAT (capillary analysis test) validation study: Practical field use of presumptive gunshot residue test",2016,"Journal of Forensic Identification","66","4",,"316","325",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981314029&partnerID=40&md5=800f640036a0d3d9a1fdd2271e531ad1","Charleston Police Department, Charleston, SC, United States","Newell, A.M., Charleston Police Department, Charleston, SC, United States",,"gunpowder; Article; computed tomography scanner; false positive result; field study; forensic identification; laboratory test; law enforcement; scanning electron microscope",Article,"Final",,Scopus,2-s2.0-84981314029
"Gassner A.-L., Weyermann C.","24764836500;23978745200;","LC-MS method development and comparison of sampling materials for the analysis of organic gunshot residues",2016,"Forensic Science International","264",,,"47","55",,21,"10.1016/j.forsciint.2016.03.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961655175&doi=10.1016%2fj.forsciint.2016.03.022&partnerID=40&md5=23b57102a7ec81d7b4457dded7cdb314","Institut de Police Scientifique, University of Lausanne, Batochime, Lausanne, 1015, Switzerland","Gassner, A.-L., Institut de Police Scientifique, University of Lausanne, Batochime, Lausanne, 1015, Switzerland; Weyermann, C., Institut de Police Scientifique, University of Lausanne, Batochime, Lausanne, 1015, Switzerland","Firearm discharge residue; Sample collection; Stub; Swab","2 nitrodiphenylamine; 4 nitrodiphenylamine; acetonitrile; akardite 2; carbanilide; diphenylamine; diphenylnitrosamine; ethylcentralite; formic acid; gunpowder; methanol; methylcentralite; n' n diphenylformamide; nitrosamine; phthalic acid dibutyl ester; politef; polyester; unclassified drug; Article; capillary electrophoresis; controlled study; cotton; firearm; flow rate; intermethod comparison; ion mobility spectrometry; limit of detection; liquid chromatography; mass spectrometry; priority journal; sampler; sampling; signal noise ratio; ultra performance liquid chromatography",Article,"Final",,Scopus,2-s2.0-84961655175
"Yüksel B., Ozler-Yigiter A., Bora T., Sen N., Kayaalti Z.","35744398700;57191750340;6701785089;56347843100;26658000300;","GFAAS determination of antimony, barium, and lead levels in gunshot residue swabs: An application in forensic chemistry",2016,"Atomic Spectroscopy","37","4",,"164","169",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992755544&partnerID=40&md5=f88e08fa43f4cf3a23d34b34512c6ea4","Turkish National Police, Ankara Police Forensic Laboratory, Gölbasi, Ankara, 06830, Turkey; Turkish National Police Academy, Institute of Forensic Sciences, Anittepe, Ankara, 06570, Turkey; Ankara University, Institute of Forensic Sciences, Dikimevi, Ankara, 06590, Turkey","Yüksel, B., Turkish National Police, Ankara Police Forensic Laboratory, Gölbasi, Ankara, 06830, Turkey; Ozler-Yigiter, A., Turkish National Police, Ankara Police Forensic Laboratory, Gölbasi, Ankara, 06830, Turkey; Bora, T., Turkish National Police, Ankara Police Forensic Laboratory, Gölbasi, Ankara, 06830, Turkey; Sen, N., Turkish National Police Academy, Institute of Forensic Sciences, Anittepe, Ankara, 06570, Turkey; Kayaalti, Z., Ankara University, Institute of Forensic Sciences, Dikimevi, Ankara, 06590, Turkey",,,Article,"Final",,Scopus,2-s2.0-84992755544
"Evans-Nguyen K.M., Gerling J., Brown H., Miranda M., Windom A., Speer J.","9637298100;57189661347;55967063500;57189662013;57189658679;57208787178;","Towards universal ambient ionization: Direct elemental analysis of solid substrates using microwave plasma ionization",2016,"Analyst","141","12",,"3811","3820",,12,"10.1039/c6an00176a","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973931677&doi=10.1039%2fc6an00176a&partnerID=40&md5=c2218f6705525f30ec6d7c05f4892638","Department of Chemistry Biochemistry, and Physics, University of Tampa, Tampa, FL, United States; Gerling Applied Engineering, Modesto, CA, United States; Department of Chemistry, Purdue University, West Lafayette, IN, United States; Department of Chemistry, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States","Evans-Nguyen, K.M., Department of Chemistry Biochemistry, and Physics, University of Tampa, Tampa, FL, United States; Gerling, J., Gerling Applied Engineering, Modesto, CA, United States; Brown, H., Department of Chemistry Biochemistry, and Physics, University of Tampa, Tampa, FL, United States, Department of Chemistry, Purdue University, West Lafayette, IN, United States; Miranda, M., Department of Chemistry Biochemistry, and Physics, University of Tampa, Tampa, FL, United States; Windom, A., Department of Chemistry Biochemistry, and Physics, University of Tampa, Tampa, FL, United States; Speer, J., Department of Chemistry Biochemistry, and Physics, University of Tampa, Tampa, FL, United States, Department of Chemistry, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States",,,Article,"Final",,Scopus,2-s2.0-84973931677
"Castellanos A., Bell S., Fernandez-Lima F.","56404094200;55423348700;21734397400;","Characterization of firearm discharge residues recovered from skin swabs using sub-micrometric mass spectrometry imaging",2016,"Analytical Methods","8","21",,"4300","4305",,5,"10.1039/c6ay00096g","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971425429&doi=10.1039%2fc6ay00096g&partnerID=40&md5=934113ac278f6adfe2723f4613ec3342","Department of Chemistry and Biochemistry, Florida International University, Miami, FL  33199, United States; C. Eugene Bennett Department of Chemistry, West Virginia University, 1600 University Avenue, Morgantown, WV  26506, United States; Biomolecular Science Institute, Florida International University, Miami, FL  33199, United States","Castellanos, A., Department of Chemistry and Biochemistry, Florida International University, Miami, FL  33199, United States; Bell, S., C. Eugene Bennett Department of Chemistry, West Virginia University, 1600 University Avenue, Morgantown, WV  26506, United States; Fernandez-Lima, F., Department of Chemistry and Biochemistry, Florida International University, Miami, FL  33199, United States, Biomolecular Science Institute, Florida International University, Miami, FL  33199, United States",,"Antimony compounds; Characterization; Chemical compounds; Inorganic compounds; Lead; Lead compounds; Mass spectrometry; Nitrates; Organic compounds; Secondary emission; Secondary ion mass spectrometry; Spectrometry; Di-butyl phthalate; Gunshot residue; High spatial resolution; Mass spectrometry imaging (MSI); Mass-spectrometry imaging; Morphological characterization; Nanometer level; Sample preparation; Ion bombardment",Article,"Final",,Scopus,2-s2.0-84971425429
"Bell S., Seitzinger L.","55423348700;57188988315;","From binary presumptive assays to probabilistic assessments: Differentiation of shooters from non-shooters using IMS, OGSR, neural networks, and likelihood ratios",2016,"Forensic Science International","263",,,"176","185",,7,"10.1016/j.forsciint.2016.04.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964523954&doi=10.1016%2fj.forsciint.2016.04.020&partnerID=40&md5=bd5b6bcd76b9e6f90e78f7b3b0231d06","C. Eugene Bennett Department of Chemistry, West Virginia University, 1600 University Avenue, Oglebay Hall, Morgantown, WV  26506, United States; Department Forensic and Investigative Sciences, West Virginia University, 1600 University Avenue, Oglebay Hall, Morgantown, WV  26506, United States","Bell, S., C. Eugene Bennett Department of Chemistry, West Virginia University, 1600 University Avenue, Oglebay Hall, Morgantown, WV  26506, United States, Department Forensic and Investigative Sciences, West Virginia University, 1600 University Avenue, Oglebay Hall, Morgantown, WV  26506, United States; Seitzinger, L., C. Eugene Bennett Department of Chemistry, West Virginia University, 1600 University Avenue, Oglebay Hall, Morgantown, WV  26506, United States","Forensic science; Ion mobility spectrometry; Neural networks; Organic gunshot residue; Populations study","gunpowder; organic compound; Article; artificial neural network; controlled study; female; firearm; genetic algorithm; human; ion mobility spectrometry; likelihood ratio; male; population research; priority journal; probability; questionnaire; statistical analysis; chemistry; firearm; gunshot injury; hand; skin; spectroscopy; statistical model; Firearms; Hand; Humans; Likelihood Functions; Neural Networks (Computer); Organic Chemicals; Skin; Spectrum Analysis; Wounds, Gunshot",Article,"Final",,Scopus,2-s2.0-84964523954
"Hashim N.H.M., Zain Z.M., Jaafar M.Z.","55539189170;26636222100;35740867900;","Copper determination in gunshot residue by cyclic voltammetric and inductive coupled plasma-optical emission spectroscopy",2016,"MATEC Web of Conferences","59",, 04005,"","",,1,"10.1051/matecconf/20165904005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009354119&doi=10.1051%2fmatecconf%2f20165904005&partnerID=40&md5=cbe6933cf923d47532d0e85de2bb00dd","Faculty of Applied Sciences, Universiti Teknologi MARA, Shah Alam, 40450, Malaysia; Universiti Teknologi MARA, Jasin, 77300, Malaysia","Hashim, N.H.M., Faculty of Applied Sciences, Universiti Teknologi MARA, Shah Alam, 40450, Malaysia; Zain, Z.M., Faculty of Applied Sciences, Universiti Teknologi MARA, Shah Alam, 40450, Malaysia; Jaafar, M.Z., Universiti Teknologi MARA, Jasin, 77300, Malaysia",,"Carbon; Copper; Cyclic voltammetry; Electrodes; Electromagnetic coupling; Gold coatings; Inductively coupled plasma; Light emission; Plasma diagnostics; Plasma torches; Copper determination; Cu determinations; Cyclic voltammetric; Forensic analyst; Inductive coupled plasma; Limit of detection; Relative standard deviations; Screen-printed carbon electrodes; Optical emission spectroscopy",Conference Paper,"Final",Open Access,Scopus,2-s2.0-85009354119
